emp_length,homeownership,annual_income,verified_income,debt_to_income,credit_checks,total_credit_limit,total_credit_utilized,public_record_bankrupt,loan_purpose,loan_amount,term,interest_rate,grade,issue_month
5,MORTGAGE,145000,Source Verified,6.32,2,472310,30935,0,debt_consolidation,29000,36,5.32,A,Jan-18
NA,MORTGAGE,25500,Verified,55.44,1,204723,38734,0,debt_consolidation,19300,60,17.47,D,Mar-18
0,MORTGAGE,400000,Verified,5.73,11,178121,117743,0,major_purchase,20000,36,12.62,C,Jan-18
3,MORTGAGE,55000,Verified,23.63,1,263873,95196,0,debt_consolidation,15000,36,18.45,D,Mar-18
4,MORTGAGE,66000,Source Verified,34.7,7,321082,80076,0,debt_consolidation,28000,60,20,D,Jan-18
8,OWN,250000,Not Verified,0.64,2,150000,7883,0,medical,3000,36,6.08,A,Feb-18
3,RENT,46000,Verified,42.76,2,123491,82041,0,debt_consolidation,20000,36,9.93,B,Feb-18
10,MORTGAGE,70000,Source Verified,6.67,2,311768,17998,0,debt_consolidation,20000,60,7.35,A,Feb-18
2,OWN,34000,Source Verified,27.11,0,47029,32788,0,debt_consolidation,20000,36,9.92,B,Mar-18
10,MORTGAGE,197000,Source Verified,8.37,10,89655,44767,1,debt_consolidation,27000,60,16.01,C,Feb-18
0,RENT,100000,Verified,16.75,0,71461,50415,0,debt_consolidation,19000,36,15.05,C,Jan-18
NA,OWN,4800,Verified,8.75,0,14500,105,0,debt_consolidation,28000,60,14.08,C,Jan-18
4,OWN,40000,Not Verified,25.47,1,239939,248450,0,debt_consolidation,25000,36,13.58,C,Mar-18
1,RENT,70000,Not Verified,5.49,1,14399,5080,1,credit_card,3800,36,10.9,B,Mar-18
NA,MORTGAGE,58000,Verified,12.35,0,350539,16006,0,debt_consolidation,19000,36,6.72,A,Feb-18
10,OWN,61000,Source Verified,6.9,4,54000,9004,0,credit_card,14000,60,9.93,B,Jan-18
5,MORTGAGE,40000,Source Verified,8.16,3,149423,5901,0,debt_consolidation,6000,36,12.61,C,Mar-18
0,RENT,10000,Source Verified,182.35,2,75056,57782,0,debt_consolidation,10400,36,18.45,D,Mar-18
3,RENT,60000,Not Verified,13.26,0,52590,29360,0,credit_card,10000,36,7.97,A,Jan-18
4,OWN,26000,Source Verified,35.92,5,43887,34120,0,debt_consolidation,4000,36,20,D,Jan-18
2,RENT,165000,Source Verified,18.3,1,149034,117416,0,debt_consolidation,25000,60,26.77,E,Mar-18
3,MORTGAGE,58000,Not Verified,29.84,1,249357,71149,0,credit_card,12000,36,6.72,A,Jan-18
2,OWN,50000,Source Verified,14.19,1,35111,15729,0,small_business,15000,36,14.08,C,Jan-18
9,MORTGAGE,160000,Verified,10.37,2,563238,49274,0,moving,15000,36,9.44,B,Jan-18
10,MORTGAGE,65000,Not Verified,22.51,1,214263,39191,0,credit_card,10000,36,16.02,C,Jan-18
2,MORTGAGE,40000,Not Verified,16.17,1,30270,9954,0,other,11000,36,13.59,C,Jan-18
4,RENT,30000,Verified,19.83,3,28042,10739,1,other,1800,36,10.9,B,Mar-18
10,MORTGAGE,22000,Verified,29.42,4,72428,33438,0,other,1000,36,19.03,D,Jan-18
9,MORTGAGE,43000,Source Verified,35.5,1,237785,47921,0,credit_card,21000,36,10.91,B,Jan-18
10,MORTGAGE,120000,Verified,11.99,5,326587,40713,0,debt_consolidation,8000,36,12.62,C,Jan-18
NA,RENT,67000,Verified,24.93,1,263912,39492,0,debt_consolidation,14400,60,16.01,C,Mar-18
NA,RENT,23666,Not Verified,35.9,0,25250,12946,0,debt_consolidation,8000,36,11.99,B,Jan-18
0,MORTGAGE,125000,Source Verified,16.25,0,418340,72091,0,debt_consolidation,40000,60,12.62,C,Jan-18
10,RENT,140000,Source Verified,9.51,1,79679,33669,0,credit_card,40000,36,7.96,A,Mar-18
10,MORTGAGE,150000,Source Verified,22.67,1,687833,159134,0,debt_consolidation,35000,60,12.62,C,Feb-18
10,MORTGAGE,55000,Not Verified,23.5,0,70840,32162,0,credit_card,13000,60,9.43,B,Mar-18
10,OWN,90000,Source Verified,4.91,8,375698,19645,0,car,5000,36,7.34,A,Mar-18
2,MORTGAGE,50000,Not Verified,4.87,0,284500,3411,0,debt_consolidation,1200,36,9.93,B,Jan-18
4,MORTGAGE,44200,Source Verified,3.37,0,208667,7936,0,debt_consolidation,18000,60,12.62,C,Jan-18
10,MORTGAGE,55000,Source Verified,23.94,3,306226,27315,0,debt_consolidation,18500,60,11.98,B,Feb-18
1,MORTGAGE,80000,Source Verified,13.65,0,69570,50352,1,credit_card,16000,60,11.98,B,Mar-18
3,MORTGAGE,49200,Verified,30.55,2,225361,30227,0,credit_card,10000,36,20,D,Feb-18
4,RENT,50000,Verified,41.54,14,124159,94654,0,debt_consolidation,35000,60,9.93,B,Jan-18
10,MORTGAGE,115000,Not Verified,12.37,0,66400,46326,0,debt_consolidation,19000,36,7.97,A,Feb-18
10,OWN,121000,Source Verified,8.53,5,700064,43355,1,debt_consolidation,25000,60,15.04,C,Mar-18
10,MORTGAGE,78000,Source Verified,15.08,5,291340,29252,0,debt_consolidation,13500,36,6.07,A,Feb-18
10,MORTGAGE,100000,Source Verified,23.18,5,263754,62556,0,debt_consolidation,24000,60,24.85,E,Jan-18
1,RENT,80000,Not Verified,20.76,0,76546,25664,0,debt_consolidation,9600,36,10.9,B,Mar-18
3,MORTGAGE,35000,Source Verified,12.83,5,273515,14172,0,debt_consolidation,10000,36,6.08,A,Jan-18
7,RENT,120000,Source Verified,13.03,11,77940,64024,0,debt_consolidation,24000,36,11.98,B,Mar-18
10,MORTGAGE,68400,Not Verified,13.23,2,282333,20241,0,debt_consolidation,14200,36,16.02,C,Jan-18
10,MORTGAGE,125000,Verified,12.28,2,480960,58408,0,debt_consolidation,40000,60,14.07,C,Mar-18
2,OWN,24000,Verified,6,0,136342,2550,0,other,7000,36,7.35,A,Feb-18
3,RENT,43000,Not Verified,23.05,10,56231,32443,0,debt_consolidation,10000,36,10.42,B,Feb-18
10,RENT,52000,Verified,10.55,1,19957,13279,0,debt_consolidation,16000,60,20.39,D,Mar-18
10,MORTGAGE,91000,Source Verified,12.26,0,327028,43650,0,debt_consolidation,12000,36,9.44,B,Feb-18
0,OWN,76000,Not Verified,5.43,0,14100,8276,0,debt_consolidation,7000,36,12.62,C,Jan-18
0,RENT,58500,Not Verified,28.84,0,135302,76380,0,credit_card,7000,36,5.31,A,Mar-18
6,OWN,110000,Source Verified,20.25,3,413844,123768,0,debt_consolidation,24000,60,13.59,C,Jan-18
10,MORTGAGE,30000,Source Verified,38.08,0,413059,35775,0,debt_consolidation,24000,60,14.08,C,Feb-18
3,MORTGAGE,38000,Source Verified,15.07,1,302236,28245,0,medical,29000,60,9.93,B,Jan-18
10,MORTGAGE,132400,Verified,10.35,0,875900,39346,0,debt_consolidation,35000,36,14.08,C,Jan-18
5,MORTGAGE,62000,Not Verified,19.78,2,335500,84020,0,debt_consolidation,27900,36,16.02,C,Feb-18
2,RENT,60000,Not Verified,16.33,0,87978,41771,0,major_purchase,3600,36,6.08,A,Feb-18
10,MORTGAGE,349000,Not Verified,5.19,4,682431,28368,0,debt_consolidation,16000,36,19.03,D,Feb-18
NA,OWN,52000,Not Verified,20.52,6,135788,41553,0,other,4800,36,6.07,A,Mar-18
1,RENT,21800,Source Verified,8.76,0,16900,5907,0,credit_card,4000,36,7.97,A,Feb-18
8,RENT,35000,Source Verified,26.65,0,45268,19794,0,credit_card,7825,36,5.31,A,Feb-18
2,MORTGAGE,130000,Not Verified,16.73,1,247590,39935,0,credit_card,18000,60,21.45,D,Feb-18
3,MORTGAGE,38000,Verified,81.68,1,398493,111630,0,home_improvement,8000,36,12.62,C,Feb-18
4,MORTGAGE,45000,Not Verified,23.01,2,95048,20166,0,debt_consolidation,12000,36,16.02,C,Feb-18
3,MORTGAGE,75000,Source Verified,17.97,2,139543,49049,0,debt_consolidation,40000,36,9.44,B,Feb-18
2,MORTGAGE,35000,Verified,35.56,3,76236,36051,0,debt_consolidation,12800,60,23.88,E,Feb-18
10,MORTGAGE,128000,Not Verified,11.61,0,225203,98878,0,small_business,10000,36,5.32,A,Jan-18
1,MORTGAGE,115000,Not Verified,22.79,1,120600,64800,0,credit_card,20000,36,7.34,A,Mar-18
3,RENT,60000,Source Verified,19.96,2,60999,39652,0,debt_consolidation,12000,36,10.9,B,Feb-18
0,MORTGAGE,140000,Verified,11.5,4,592796,46070,0,debt_consolidation,18000,60,11.98,B,Mar-18
10,RENT,56000,Source Verified,13.97,0,47200,22664,1,debt_consolidation,22000,60,9.93,B,Jan-18
4,MORTGAGE,77000,Source Verified,33.85,0,184198,155876,0,credit_card,16000,36,19.42,D,Mar-18
10,RENT,130000,Source Verified,9.78,1,75824,61905,0,debt_consolidation,35000,36,14.07,C,Mar-18
10,RENT,90000,Source Verified,20.84,1,114092,65205,0,debt_consolidation,25000,60,15.04,C,Mar-18
9,RENT,40552,Source Verified,19.12,2,60725,16227,0,debt_consolidation,12500,36,7.97,A,Jan-18
10,RENT,52000,Verified,17.96,5,53506,38716,0,credit_card,15000,60,16.02,C,Mar-18
10,RENT,34000,Source Verified,28.34,2,24100,8602,0,other,1000,36,18.06,D,Feb-18
10,OWN,135000,Not Verified,29.62,10,578066,128851,0,debt_consolidation,30000,36,10.91,B,Feb-18
10,MORTGAGE,90000,Not Verified,20.35,0,434616,57303,0,debt_consolidation,25000,60,9.43,B,Feb-18
0,RENT,140000,Not Verified,14.68,0,138789,48708,0,debt_consolidation,5000,36,13.59,C,Jan-18
10,MORTGAGE,79700,Not Verified,20.28,2,314661,64613,0,other,3000,36,7.97,A,Jan-18
3,RENT,27976,Verified,18.19,1,38934,31392,0,debt_consolidation,10000,36,15.04,C,Mar-18
6,RENT,65000,Verified,14.66,2,69425,26574,0,debt_consolidation,28000,60,25.81,E,Mar-18
10,MORTGAGE,70000,Verified,24.65,1,404759,59164,0,debt_consolidation,12000,60,19.42,D,Mar-18
2,MORTGAGE,82000,Not Verified,18.45,0,83421,67635,1,debt_consolidation,17000,60,24.85,E,Jan-18
8,MORTGAGE,99000,Not Verified,9.91,2,231608,26245,0,debt_consolidation,15700,60,29.69,F,Mar-18
10,RENT,67000,Verified,13.65,1,40093,30408,0,debt_consolidation,15000,60,18.06,D,Jan-18
10,RENT,33395,Verified,20.88,2,26309,19046,1,debt_consolidation,4800,36,14.07,C,Mar-18
3,OWN,72000,Source Verified,27.03,3,88342,48646,0,small_business,30000,36,17.09,D,Feb-18
8,RENT,38000,Verified,4.26,0,11978,7072,0,small_business,30000,60,19.42,D,Mar-18
5,MORTGAGE,52140,Verified,47.36,3,492232,227842,0,debt_consolidation,36000,60,11.99,B,Feb-18
4,RENT,180000,Source Verified,8.95,1,427803,44122,0,debt_consolidation,39275,36,10.9,B,Mar-18
0,RENT,68810,Source Verified,14.88,7,57890,44015,0,house,15575,60,11.98,B,Mar-18
3,OWN,125000,Source Verified,8.38,7,396146,48698,0,debt_consolidation,10000,60,21.85,D,Mar-18
5,MORTGAGE,165000,Source Verified,12.03,1,551693,63861,0,debt_consolidation,6000,36,9.44,B,Jan-18
2,RENT,65000,Source Verified,8.47,0,37700,14544,0,debt_consolidation,25375,60,12.62,C,Jan-18
10,MORTGAGE,124000,Source Verified,18.08,1,304198,51416,0,debt_consolidation,25000,36,15.05,C,Jan-18
5,OWN,90000,Not Verified,16.67,0,312880,14187,0,debt_consolidation,7000,36,7.35,A,Feb-18
10,OWN,55000,Source Verified,29.63,2,71229,42512,1,debt_consolidation,22000,60,23.87,E,Feb-18
10,OWN,96000,Source Verified,10.09,5,65800,35157,0,debt_consolidation,35000,36,12.61,C,Mar-18
NA,RENT,24482,Not Verified,9.12,0,9100,7886,0,debt_consolidation,10000,36,9.92,B,Mar-18
4,MORTGAGE,198000,Source Verified,24.68,3,776505,86150,0,debt_consolidation,35000,60,15.05,C,Feb-18
10,MORTGAGE,71000,Not Verified,18.8,1,234532,110530,0,credit_card,5000,36,9.43,B,Mar-18
7,RENT,65000,Not Verified,33.42,2,104914,75514,1,debt_consolidation,32000,36,16.02,C,Jan-18
10,RENT,130000,Source Verified,2.83,1,331197,169125,0,other,40000,60,7.34,A,Mar-18
5,MORTGAGE,37000,Source Verified,0.81,1,120667,28,0,other,3000,36,9.43,B,Mar-18
NA,MORTGAGE,30000,Source Verified,11.24,1,93848,22390,0,debt_consolidation,10400,36,10.9,B,Mar-18
10,RENT,60000,Source Verified,23.02,6,78736,43881,1,other,7000,36,23.87,E,Mar-18
4,RENT,80000,Not Verified,31.02,2,95567,61874,0,debt_consolidation,24000,36,10.42,B,Feb-18
6,RENT,30720,Not Verified,37.81,0,69600,70636,0,credit_card,9600,36,17.09,D,Feb-18
10,RENT,40000,Source Verified,14.58,0,56285,16738,0,credit_card,20000,36,6.07,A,Mar-18
4,MORTGAGE,29250,Source Verified,13.7,1,170300,12071,1,debt_consolidation,18000,36,9.43,B,Mar-18
10,MORTGAGE,50000,Not Verified,29.4,1,143500,35303,0,car,18000,60,13.58,C,Mar-18
8,RENT,132300,Verified,3.54,3,44276,5449,0,major_purchase,40000,60,11.99,B,Feb-18
10,RENT,79000,Verified,10.97,0,36433,15976,1,debt_consolidation,17500,36,11.98,B,Mar-18
10,OWN,80000,Source Verified,3.77,0,52502,9206,0,other,35000,36,5.32,A,Jan-18
9,MORTGAGE,90000,Not Verified,25.33,2,395377,68184,0,debt_consolidation,35000,60,12.62,C,Jan-18
10,MORTGAGE,63000,Source Verified,7.54,0,141687,7655,0,debt_consolidation,24000,60,15.05,C,Jan-18
10,MORTGAGE,85000,Not Verified,17.83,3,388885,110146,0,debt_consolidation,19000,60,7.35,A,Jan-18
8,RENT,50000,Not Verified,23.88,3,46676,25517,1,debt_consolidation,20000,60,15.04,C,Mar-18
2,RENT,34500,Not Verified,13.11,3,9310,5423,0,debt_consolidation,3600,36,19.42,D,Mar-18
3,MORTGAGE,35000,Source Verified,29.19,3,342725,36173,0,debt_consolidation,6000,36,6.71,A,Feb-18
3,RENT,110000,Not Verified,15.27,0,143694,73083,0,debt_consolidation,9000,36,5.31,A,Mar-18
7,MORTGAGE,101760,Verified,14.38,1,98722,73255,1,debt_consolidation,32000,60,12.61,C,Mar-18
NA,MORTGAGE,65000,Not Verified,21.14,7,168854,55334,0,credit_card,6400,36,9.44,B,Jan-18
2,OWN,39000,Verified,7.24,0,18600,11445,0,credit_card,30000,60,21.45,D,Feb-18
10,MORTGAGE,110000,Not Verified,7.93,1,120029,29493,0,debt_consolidation,17000,36,6.72,A,Jan-18
10,OWN,48000,Source Verified,39.25,2,102367,72262,0,credit_card,8000,36,13.58,C,Mar-18
9,MORTGAGE,64865,Not Verified,27.92,0,84385,45072,1,credit_card,12000,36,9.93,B,Jan-18
10,MORTGAGE,89400,Source Verified,18,4,609171,40566,1,debt_consolidation,20000,60,10.42,B,Jan-18
10,MORTGAGE,104000,Source Verified,2.15,0,322000,8244,0,house,30000,60,10.42,B,Feb-18
10,MORTGAGE,405000,Verified,17.46,8,472861,231313,0,home_improvement,17500,36,6.71,A,Mar-18
1,RENT,50000,Source Verified,17.45,3,83500,33877,0,credit_card,25000,36,9.43,B,Mar-18
4,RENT,52000,Verified,44.75,0,207222,75280,0,debt_consolidation,40000,36,10.41,B,Mar-18
6,MORTGAGE,66000,Source Verified,9.53,1,143666,21134,0,debt_consolidation,30000,60,14.08,C,Jan-18
5,OWN,65000,Source Verified,11.5,1,105916,27685,0,debt_consolidation,10000,36,6.72,A,Jan-18
1,RENT,27684,Source Verified,28.44,0,51992,47904,0,credit_card,4000,36,12.61,C,Mar-18
1,RENT,25100,Verified,22.91,0,86251,65039,0,other,3700,36,15.04,C,Mar-18
NA,RENT,33000,Source Verified,3.89,3,30100,3906,1,debt_consolidation,5000,36,9.92,B,Mar-18
3,MORTGAGE,82000,Not Verified,19.92,5,100694,78211,1,debt_consolidation,32000,60,21.85,D,Mar-18
9,MORTGAGE,71000,Verified,43.24,0,445198,135231,0,debt_consolidation,40000,36,5.32,A,Jan-18
5,MORTGAGE,60000,Verified,13.34,2,339460,22732,1,debt_consolidation,10000,36,9.92,B,Mar-18
10,MORTGAGE,132000,Not Verified,9.38,0,233198,45502,0,home_improvement,10000,36,5.31,A,Mar-18
10,MORTGAGE,63000,Source Verified,28.3,4,306240,68939,0,debt_consolidation,24000,36,6.07,A,Feb-18
NA,MORTGAGE,50000,Source Verified,27.78,5,282863,22782,0,car,14000,60,16.02,C,Feb-18
0,MORTGAGE,35000,Source Verified,38.79,1,188117,30510,1,debt_consolidation,9000,36,18.06,D,Jan-18
10,RENT,70000,Source Verified,17.3,4,59042,50345,0,other,18000,36,20,D,Jan-18
NA,RENT,60000,Source Verified,26.89,0,89205,38595,0,debt_consolidation,36000,60,10.9,B,Feb-18
5,MORTGAGE,57000,Verified,28.21,0,196697,46086,0,debt_consolidation,25000,36,7.34,A,Mar-18
6,MORTGAGE,20000,Source Verified,0,1,128900,0,0,debt_consolidation,25000,60,17.09,D,Feb-18
10,MORTGAGE,48000,Not Verified,31.45,0,71000,40991,0,debt_consolidation,11200,36,6.72,A,Feb-18
10,MORTGAGE,53000,Source Verified,11.12,6,379955,25702,0,other,5000,36,5.31,A,Feb-18
7,RENT,130000,Source Verified,21.24,8,503826,92146,0,debt_consolidation,40000,60,15.05,C,Jan-18
NA,RENT,51000,Not Verified,15.95,1,28700,16151,1,debt_consolidation,17000,36,11.99,B,Jan-18
NA,OWN,40000,Not Verified,28.47,1,70683,40311,1,other,7500,36,7.97,A,Jan-18
4,RENT,15000,Verified,20.48,3,257794,80201,0,debt_consolidation,4075,36,20,D,Jan-18
0,RENT,80000,Not Verified,28.52,6,185073,142263,0,debt_consolidation,15000,36,10.42,B,Feb-18
2,OWN,39000,Not Verified,33.97,1,62421,45055,0,car,1200,36,10.41,B,Mar-18
7,RENT,66000,Source Verified,22.34,2,74600,27928,0,debt_consolidation,22000,36,7.96,A,Mar-18
10,MORTGAGE,124000,Source Verified,18.81,0,217900,57889,0,debt_consolidation,40000,36,11.98,B,Feb-18
8,RENT,84000,Not Verified,10.44,0,40800,20421,0,credit_card,40000,36,9.93,B,Feb-18
1,RENT,39900,Not Verified,5.89,0,41600,23676,0,debt_consolidation,3000,36,13.59,C,Jan-18
4,OWN,100000,Not Verified,7.56,1,73822,50126,0,credit_card,17000,36,6.07,A,Mar-18
10,MORTGAGE,65000,Source Verified,4.21,1,129637,5099,0,debt_consolidation,7200,36,7.96,A,Mar-18
0,MORTGAGE,170000,Source Verified,11.55,1,74719,49344,1,debt_consolidation,22000,60,30.17,F,Feb-18
10,OWN,90000,Source Verified,8.83,3,433569,28738,0,house,35000,36,7.96,A,Mar-18
5,RENT,20000,Source Verified,1.52,1,10800,477,0,car,3500,36,7.35,A,Jan-18
10,OWN,90666,Source Verified,19.88,1,126347,56658,0,credit_card,15000,36,9.43,B,Mar-18
10,MORTGAGE,33000,Source Verified,14.59,3,110364,20881,1,credit_card,1000,36,10.91,B,Jan-18
10,MORTGAGE,104000,Verified,21.51,0,338785,96986,0,debt_consolidation,33000,36,10.42,B,Jan-18
3,MORTGAGE,90000,Not Verified,10.4,4,222489,74455,1,debt_consolidation,8400,36,13.59,C,Jan-18
10,MORTGAGE,125000,Source Verified,15.86,7,171147,48499,0,home_improvement,20000,36,13.58,C,Feb-18
10,MORTGAGE,260000,Verified,4.23,1,483700,32649,0,house,35000,36,6.08,A,Jan-18
10,MORTGAGE,84000,Not Verified,5.71,3,241162,11513,0,credit_card,9975,36,6.08,A,Jan-18
0,MORTGAGE,70000,Source Verified,27.4,0,325590,107037,0,credit_card,13000,36,7.97,A,Jan-18
2,RENT,79040,Verified,29.97,2,135156,104039,0,debt_consolidation,33900,60,19.42,D,Mar-18
10,MORTGAGE,110000,Not Verified,23.65,1,608023,66627,0,debt_consolidation,10000,36,14.08,C,Feb-18
7,MORTGAGE,60600,Source Verified,26.63,0,104738,63522,0,credit_card,24000,60,13.59,C,Jan-18
3,MORTGAGE,103294,Not Verified,30.88,1,226131,171913,0,credit_card,15000,36,18.45,D,Mar-18
2,MORTGAGE,43000,Not Verified,22.5,1,41300,20219,1,credit_card,12000,36,16.01,C,Mar-18
10,MORTGAGE,67000,Source Verified,14.53,6,131418,28252,0,credit_card,16800,60,13.58,C,Mar-18
1,OWN,33600,Source Verified,8.36,5,26900,18309,0,credit_card,4800,36,13.59,C,Jan-18
10,OWN,36000,Not Verified,25.1,1,90000,34085,1,credit_card,15000,36,9.93,B,Jan-18
0,RENT,48000,Verified,19.5,0,91506,71435,1,other,25000,60,12.62,C,Feb-18
1,MORTGAGE,36000,Source Verified,31.5,5,376501,30063,1,credit_card,24000,60,30.75,F,Jan-18
NA,OWN,62000,Verified,17.91,0,78139,26536,0,debt_consolidation,23000,60,24.84,E,Mar-18
10,RENT,74600,Source Verified,8.25,2,29473,19811,0,debt_consolidation,20000,36,9.93,B,Jan-18
3,RENT,61500,Source Verified,11.14,0,348712,8717,0,debt_consolidation,5000,36,13.59,C,Jan-18
1,RENT,84400,Not Verified,16.62,2,88000,33039,0,debt_consolidation,15000,36,16.02,C,Jan-18
5,OWN,140000,Not Verified,24.34,1,261925,169085,0,debt_consolidation,40000,36,6.08,A,Jan-18
5,RENT,60000,Source Verified,9.24,1,33700,11870,0,other,20000,36,15.05,C,Mar-18
4,RENT,109000,Source Verified,23.62,3,121974,88195,1,credit_card,15200,36,9.43,B,Feb-18
10,MORTGAGE,500000,Source Verified,6.29,1,1095467,74039,0,debt_consolidation,40000,60,9.93,B,Jan-18
4,RENT,103000,Not Verified,6.16,2,28974,19417,0,debt_consolidation,4800,36,11.99,B,Jan-18
3,MORTGAGE,105000,Not Verified,10.95,0,162523,24869,0,debt_consolidation,7500,36,9.93,B,Jan-18
2,RENT,120000,Source Verified,8.63,0,73972,25088,0,other,28000,60,12.61,C,Mar-18
10,MORTGAGE,160000,Not Verified,8.67,1,44500,34152,0,debt_consolidation,12800,60,21.45,D,Jan-18
10,MORTGAGE,160000,Not Verified,7.45,4,411875,54182,1,home_improvement,8400,36,7.34,A,Feb-18
10,RENT,225000,Source Verified,16.34,1,166325,129827,0,debt_consolidation,35000,36,13.59,C,Feb-18
1,MORTGAGE,60000,Source Verified,25.5,0,269369,43987,0,debt_consolidation,35000,60,13.58,C,Mar-18
4,RENT,30000,Source Verified,20.48,4,28000,11996,0,debt_consolidation,17600,36,9.43,B,Mar-18
1,MORTGAGE,48000,Verified,57.83,1,466287,107503,2,debt_consolidation,18000,60,18.06,D,Feb-18
3,RENT,60000,Not Verified,12.58,1,74500,17268,0,major_purchase,1800,36,10.42,B,Jan-18
1,MORTGAGE,68000,Source Verified,14.79,4,67858,32098,0,debt_consolidation,10000,36,12.62,C,Feb-18
4,RENT,48000,Not Verified,15.82,0,59592,19902,0,debt_consolidation,5000,36,6.71,A,Feb-18
5,MORTGAGE,100000,Source Verified,29.77,1,360108,88356,0,home_improvement,10000,36,7.96,A,Feb-18
10,MORTGAGE,65000,Not Verified,15.97,0,168691,19507,0,debt_consolidation,6000,36,7.34,A,Mar-18
0,RENT,85000,Source Verified,14.08,3,171659,116962,0,debt_consolidation,30000,60,13.58,C,Mar-18
2,RENT,108254.9,Verified,8.71,1,131422,6698,0,major_purchase,21000,36,10.9,B,Mar-18
4,RENT,170000,Source Verified,5.56,1,46425,42717,1,credit_card,9000,36,10.9,B,Mar-18
0,MORTGAGE,160000,Not Verified,9.08,0,87774,56931,0,credit_card,10000,36,6.08,A,Jan-18
1,MORTGAGE,100000,Not Verified,23.71,3,319690,129595,0,credit_card,15000,36,5.32,A,Jan-18
3,MORTGAGE,74000,Not Verified,2.16,1,14600,1965,0,home_improvement,2500,36,6.72,A,Jan-18
10,MORTGAGE,70000,Source Verified,38.54,6,296834,66993,0,debt_consolidation,28000,60,9.44,B,Jan-18
10,MORTGAGE,60000,Source Verified,18.98,2,209695,27517,0,debt_consolidation,6000,36,14.08,C,Feb-18
8,MORTGAGE,193783,Not Verified,10.57,1,478961,65094,0,credit_card,9000,36,11.99,B,Jan-18
10,MORTGAGE,42000,Source Verified,18.65,2,220060,26680,1,debt_consolidation,37000,36,9.44,B,Jan-18
NA,OWN,53232,Source Verified,6.33,1,169914,9740,1,credit_card,6000,36,17.47,D,Mar-18
10,RENT,75000,Verified,21.12,1,49993,37990,1,debt_consolidation,15000,36,17.09,D,Feb-18
0,RENT,51000,Source Verified,16.52,4,54400,37240,0,debt_consolidation,6000,36,14.08,C,Jan-18
2,RENT,40000,Verified,28.09,2,33282,11808,0,debt_consolidation,4800,36,18.45,D,Mar-18
10,MORTGAGE,98000,Source Verified,15.2,2,343800,46320,0,debt_consolidation,32000,36,13.58,C,Feb-18
10,MORTGAGE,104000,Verified,23.53,7,463389,108369,0,debt_consolidation,13500,36,19.03,D,Feb-18
0,MORTGAGE,190000,Not Verified,7.57,0,517212,25963,0,debt_consolidation,10500,36,5.32,A,Jan-18
6,RENT,63000,Source Verified,17.35,1,54860,17907,0,debt_consolidation,15000,60,9.92,B,Mar-18
10,MORTGAGE,69000,Not Verified,10.58,2,34438,10082,0,debt_consolidation,20000,60,12.62,C,Jan-18
NA,MORTGAGE,15996,Verified,18.15,3,90273,2327,0,debt_consolidation,3000,36,11.99,B,Jan-18
4,MORTGAGE,114000,Source Verified,20.22,0,98351,64066,0,credit_card,18000,36,10.9,B,Mar-18
0,RENT,55000,Not Verified,4.56,0,51605,34630,0,credit_card,1375,36,7.97,A,Jan-18
10,MORTGAGE,75000,Not Verified,12.45,1,275432,22196,0,home_improvement,5000,36,11.98,B,Feb-18
2,RENT,41524,Not Verified,21.38,2,146630,148535,0,moving,1000,36,17.09,D,Jan-18
NA,MORTGAGE,60000,Not Verified,2.3,2,357800,3804,0,house,30000,36,6.08,A,Feb-18
4,RENT,72800,Source Verified,0.51,0,8200,962,0,debt_consolidation,5000,36,9.93,B,Jan-18
10,MORTGAGE,70000,Source Verified,11.98,1,204620,5909,0,credit_card,18000,60,9.44,B,Jan-18
10,OWN,91000,Not Verified,16.38,2,151225,116175,0,other,5000,36,7.34,A,Feb-18
4,RENT,28500,Not Verified,33.39,0,47735,19284,0,debt_consolidation,12500,60,18.45,D,Mar-18
10,MORTGAGE,72000,Verified,20.08,2,151615,44344,0,home_improvement,5000,36,22.91,E,Feb-18
10,MORTGAGE,138000,Source Verified,21.15,6,183988,109907,0,moving,28000,36,16.01,C,Mar-18
0,RENT,75000,Source Verified,6.08,0,22400,14657,0,credit_card,15250,36,6.71,A,Mar-18
0,OWN,28500,Source Verified,34.78,9,57521,27930,0,other,29450,36,10.91,B,Jan-18
7,RENT,82000,Not Verified,10.04,0,45455,32946,1,major_purchase,6800,36,17.47,D,Mar-18
10,RENT,135000,Not Verified,12.73,7,76514,66384,0,major_purchase,4375,36,26.3,E,Jan-18
10,MORTGAGE,36609,Verified,45.25,2,133555,68930,0,credit_card,6000,36,7.97,A,Feb-18
5,OWN,69700,Not Verified,7.02,5,212000,11612,0,debt_consolidation,20000,36,7.35,A,Jan-18
NA,RENT,67000,Verified,9.6,1,46800,19481,0,debt_consolidation,15000,36,9.43,B,Mar-18
10,MORTGAGE,160000,Source Verified,15.34,3,340537,47823,0,credit_card,15000,60,19.03,D,Jan-18
4,MORTGAGE,90000,Not Verified,29.24,2,337331,95608,0,credit_card,12000,60,10.41,B,Mar-18
10,MORTGAGE,140000,Not Verified,13.48,2,559203,150723,0,debt_consolidation,30550,36,14.08,C,Feb-18
10,OWN,50000,Not Verified,17.69,1,27000,14359,0,debt_consolidation,6000,36,15.04,C,Mar-18
5,MORTGAGE,85000,Source Verified,15.38,1,372671,42883,0,debt_consolidation,25000,60,10.9,B,Mar-18
